DATE,PAIR,TREATMENT,GROUP,OBSERVER 1,OBSERVER 2,SPECIES,SEX,COUNT
5/28/21,9,BURN,PT,Tolar,Pinkley,Northern Cardinal,M,1
5/18/21,3,CONTROL,CM,Cantarero,Marcelletti,Northern Cardinal,M ,6
5/19/21,2,BURN,WR,Wilkin,Ribas,Northern Cardinal,M ,4
5/21/21,1,BURN,CM,Cantarero,Marcelletti,Northern Cardinal,M ,17
5/21/21,2,CONTROL,WR,Wilkin,Ribas,Northern Cardinal,M ,2
5/22/21,6,BURN,WR,Wilkin,Ribas,Northern Cardinal,M ,1
5/23/21,2,BURN,CM,Cantarero,Marcelletti,Northern Cardinal,M ,2
5/24/21,4,BURN,WR,Wilkin,Ribas,Northern Cardinal,M ,4
5/18/21,1,BURN,BS,Bowden,Szlabowicz,Northern Cardinal,U,6
5/26/21,7,BURN,ML,Mason,Lashley,Northern Cardinal,U,2
5/23/21,4,BURN,PT,Pinkley,Tolar,Northern Cardinal,U ,1
5/21/21,3,BURN,BS,Bowden,Szlabowicz,Northern Flicker ,U,1
5/21/21,1,BURN,CM,Cantarero,Marcelletti,Northern Flicker ,U,1
5/18/21,1,BURN,BS,Bowden,Szlabowicz,Northern Mockingbird,U,3
5/18/21,2,BURN,CM,Cantarero,Marcelletti,Northern Mockingbird,U,7
5/19/21,1,BURN,BW,Balmaceda,Walford,Northern Mockingbird,U,11
5/19/21,2,BURN,WR,Wilkin,Ribas,Northern Mockingbird,U,1
5/21/21,1,CONTROL,BW,Balmaceda,Walford,Northern Mockingbird,U,3
5/21/21,1,BURN,CM,Cantarero,Marcelletti,Northern Mockingbird,U,2
5/21/21,2,BURN,PT,Pinkley,Tolar,Northern Mockingbird,U,2
5/23/21,6,CONTROL,BW,Balmaceda,Walford,Northern Mockingbird,U,1
5/24/21,6,BURN,BW,Balmaceda,NONE,Northern Mockingbird,U,1
5/25/21,8,CONTROL,BW,Balmaceda,Walford,Northern Mockingbird,U,2
5/26/21,7,BURN,ML,Mason,Lashley,Northern Mockingbird,U,6
5/26/21,9,CONTROL,BW,NONE,Walford,Northern Mockingbird,U,1
5/26/21,8,BURN,BS,Szlabowicz,Bowden,Northern Mockingbird,U,3
5/26/21,7,CONTROL,PT,Tolar,Pinkley,Northern Mockingbird,U,1
5/28/21,7,CONTROL,BW,Balmaceda,Walford,Northern Mockingbird,U,1
5/21/21,2,CONTROL,WR,Wilkin,Ribas,Northern Mockingbird,U ,1
5/23/21,4,BURN,PT,Pinkley,Tolar,Northern Mockingbird,U ,1
5/23/21,6,CONTROL,BW,Balmaceda,Walford,Parula,M,1
5/18/21,1,BURN,BS,Bowden,Szlabowicz,Pileated Woodpecker,U,1
5/26/21,8,BURN,BS,Szlabowicz,Bowden,Pileated Woodpecker,U,1
5/28/21,8,CONTROL,BS,Bowden,Szlabowicz,Pileated Woodpecker,U,2
5/24/21,5,BURN,BS,Bowden,NONE,Prononthary Warbler,U,1
5/22/21,4,BURN,BS,Bowden,Szlabowicz,Red Eyed Vireo,U,1
5/22/21,1,CONTROL,CM,Cantarero,Marcelletti,Red-Bellied Woodpecker,F,1
5/22/21,1,CONTROL,CM,Cantarero,Marcelletti,Red-Bellied Woodpecker,M,1
5/28/21,8,BURN,CM,Marcelletti,Cantarero,Red-Cockaded Woodpecker,U,1
5/26/21,8,BURN,BS,Szlabowicz,Bowden,Red-Headed Woodpecker,F,1
5/18/21,3,BURN,PT,Tolar,Pinkley,Red-Headed Woodpecker,M,2
5/23/21,4,BURN,PT,Pinkley,Tolar,Red-Headed Woodpecker,M,6
5/24/21,4,CONTROL,PT,Pinkley,NONE,Red-Headed Woodpecker,M,1
5/26/21,8,BURN,BS,Szlabowicz,Bowden,Red-Headed Woodpecker,M,2
5/18/21,1,BURN,BS,Bowden,Szlabowicz,Red-Headed Woodpecker,U,5
5/18/21,2,BURN,CM,Cantarero,Marcelletti,Red-Headed Woodpecker,U,2
5/19/21,1,BURN,BW,Balmaceda,Walford,Red-Headed Woodpecker,U,7
5/19/21,1,CONTROL,PT,Tolar,Pinkley,Red-Headed Woodpecker,U,9
5/21/21,1,CONTROL,BW,Balmaceda,Walford,Red-Headed Woodpecker,U,6
5/21/21,3,BURN,BS,Bowden,Szlabowicz,Red-Headed Woodpecker,U,2
5/21/21,3,CONTROL,ML,Mason,Lashley,Red-Headed Woodpecker,U,1
5/22/21,5,BURN,BW,Balmaceda,Walford,Red-Headed Woodpecker,U,5
5/22/21,4,BURN,BS,Bowden,Szlabowicz,Red-Headed Woodpecker,U,9
5/24/21,6,BURN,BW,Balmaceda,NONE,Red-Headed Woodpecker,U,2
5/24/21,5,BURN,BS,Bowden,NONE,Red-Headed Woodpecker,U,1
5/24/21,2,CONTROL,CM,Cantarero,Marcelletti,Red-Headed Woodpecker,U,1
5/25/21,8,CONTROL,BW,Balmaceda,Walford,Red-Headed Woodpecker,U,1
5/25/21,7,CONTROL,BS,Bowden,Szlabowicz,Red-Headed Woodpecker,U,5
5/25/21,9,CONTROL,ML,Mason,Lashley,Red-Headed Woodpecker,U,11
5/25/21,9,BURN,WR,Wilkin,Ribas,Red-Headed Woodpecker,U,3
5/26/21,9,CONTROL,CM,Marcelletti,Cantarero,Red-Headed Woodpecker,U,5
5/26/21,7,BURN,ML,Mason,Lashley,Red-Headed Woodpecker,U,4
5/26/21,7,CONTROL,PT,Tolar,Pinkley,Red-Headed Woodpecker,U,4
5/28/21,7,CONTROL,BW,Balmaceda,Walford,Red-Headed Woodpecker,U,1
5/28/21,8,CONTROL,BS,Bowden,Szlabowicz,Red-Headed Woodpecker,U,1
5/28/21,8,CONTROL,BS,Bowden,Szlabowicz,Red-Headed Woodpecker,U,1
5/28/21,9,CONTROL,ML,Lashley,NONE,Red-Headed Woodpecker,U,7
5/28/21,8,BURN,CM,Marcelletti,Cantarero,Red-Headed Woodpecker,U,2
5/28/21,7,BURN,WR,Wilkin,Ribas,Red-Headed Woodpecker,U,2
5/19/21,2,BURN,WR,Wilkin,Ribas,Red-Headed Woodpecker,U ,1
5/24/21,4,BURN,WR,Wilkin,Ribas,Red-Headed Woodpecker,U ,1
5/25/21,8,BURN,PT,Tolar,Pinkley,Red-Headed Woodpecker,U ,3
5/21/21,1,BURN,CM,Cantarero,Marcelletti,Red-Headed Woodpecker,U ,2
5/28/21,9,BURN,PT,Tolar,Pinkley,Red-Headed Woodpecker,U ,3
5/18/21,2,BURN,CM,Cantarero,Marcelletti,Red-Winged Blackbird,M,1
5/19/21,2,BURN,WR,Wilkin,Ribas,Red-Winged Blackbird,U,3
5/21/21,1,CONTROL,BW,Balmaceda,Walford,Red-Winged Blackbird,U,1
5/22/21,4,BURN,BS,Bowden,Szlabowicz,Red-Winged Blackbird,U,5
5/23/21,6,CONTROL,BW,Balmaceda,Walford,Red-Winged Blackbird,U,2
5/28/21,7,CONTROL,BW,Balmaceda,Walford,Red-Winged Blackbird,U,2
5/21/21,2,BURN,PT,Pinkley,Tolar,Red-Winged Blackbird,U ,2
5/22/21,5,BURN,BW,Balmaceda,Walford,Song Sparrow,U,2
5/19/21,1,BURN,BW,Balmaceda,Walford,Tufted Titmouse,U,2
5/25/21,8,CONTROL,BW,Balmaceda,Walford,Tufted Titmouse,U,1
5/26/21,9,CONTROL,BW,NONE,Walford,Tufted Titmouse,U,2
5/28/21,7,CONTROL,BW,Balmaceda,Walford,Turkey Vulture,U,1
5/18/21,3,CONTROL,CM,Cantarero,Marcelletti,Turkey Vulture,U ,1
5/18/21,2,CONTROL,BW,Balmaceda,Walford,Unknown,U,27
5/18/21,1,BURN,BS,Bowden,Szlabowicz,Unknown,U,13
5/18/21,3,CONTROL,ML,Mason,Lashley,Unknown,U,7
5/18/21,3,BURN,PT,Tolar,Pinkley,Unknown,U,20
5/19/21,1,BURN,BW,Balmaceda,Walford,Unknown,U,35
5/19/21,3,BURN,ML,Mason,Lashley,Unknown,U,19
5/19/21,1,CONTROL,PT,Tolar,Pinkley,Unknown,U,23
5/21/21,1,CONTROL,BW,Balmaceda,Walford,Unknown,U,47
5/21/21,3,BURN,BS,Bowden,Szlabowicz,Unknown,U,13
5/21/21,3,CONTROL,ML,Mason,Lashley,Unknown,U,14
5/22/21,5,BURN,BW,Balmaceda,Walford,Unknown,U,14
5/22/21,4,BURN,BS,Bowden,Szlabowicz,Unknown,U,12
5/22/21,6,CONTROL,ML,Mason,NONE,Unknown,U,5
5/22/21,5,CONTROL,PT,Pinkley,Tolar,Unknown,U,5
5/23/21,6,CONTROL,BW,Balmaceda,Walford,Unknown,U,20
5/23/21,5,CONTROL,BS,Bowden,Szlabowicz,Unknown,U,6
5/23/21,2,BURN,CM,Cantarero,Marcelletti,Unknown,U,9
5/23/21,4,BURN,PT,Pinkley,Tolar,Unknown,U,8
5/24/21,6,BURN,BW,Balmaceda,NONE,Unknown,U,19
5/24/21,5,BURN,BS,Bowden,NONE,Unknown,U,14
5/24/21,2,CONTROL,CM,Cantarero,Marcelletti,Unknown,U,2
5/24/21,6,CONTROL,ML,Mason,Lashley,Unknown,U,6
5/25/21,8,CONTROL,BW,Balmaceda,Walford,Unknown,U,6
5/25/21,7,CONTROL,BS,Bowden,Szlabowicz,Unknown,U,14
5/25/21,9,CONTROL,ML,Mason,Lashley,Unknown,U,14
5/25/21,9,BURN,WR,Wilkin,Ribas,Unknown,U,5
5/26/21,9,CONTROL,CM,Marcelletti,Cantarero,Unknown,U,15
5/26/21,7,BURN,ML,Mason,Lashley,Unknown,U,10
5/26/21,9,CONTROL,BW,NONE,Walford,Unknown,U,6
5/26/21,8,BURN,BS,Szlabowicz,Bowden,Unknown,U,12
5/26/21,7,CONTROL,PT,Tolar,Pinkley,Unknown,U,5
5/28/21,7,CONTROL,BW,Balmaceda,Walford,Unknown,U,13
5/28/21,8,CONTROL,BS,Bowden,Szlabowicz,Unknown,U,1
5/28/21,9,CONTROL,ML,Lashley,NONE,Unknown,U,16
5/28/21,8,BURN,CM,Marcelletti,Cantarero,Unknown,U,9
5/21/21,1,BURN,CM,Cantarero,Marcelletti,Unknown,U ,24
5/25/21,8,BURN,PT,Tolar,Pinkley,Unknown,U ,14
5/21/21,2,BURN,PT,Pinkley,Tolar,Unknown,U ,26
5/23/21,4,BURN,PT,Pinkley,Tolar,Unknown,U ,
5/24/21,4,CONTROL,PT,Pinkley,NONE,Unknown,U ,21
5/28/21,9,BURN,PT,Tolar,Pinkley,Unknown,U ,22
5/19/21,2,CONTROL,BS,Bowden,Szlabowicz,Unknown ,U,21
5/19/21,2,BURN,WR,Wilkin,Ribas,Unknown ,U,18
5/18/21,3,CONTROL,CM,Cantarero,Marcelletti,Unknown ,U ,8
5/21/21,2,CONTROL,WR,Wilkin,Ribas,Unknown ,U ,4
5/22/21,6,BURN,WR,Wilkin,Ribas,Unknown ,U ,7
5/23/21,4,CONTROL,WR,Wilkin,Ribas,Unknown ,U ,16
5/24/21,4,BURN,WR,Wilkin,Ribas,Unknown ,U ,6
5/22/21,1,CONTROL,CM,Cantarero,Marcelletti,Unknown ,U ,14
5/28/21,7,CONTROL,BW,Balmaceda,Walford,Unknown Blackbird,U,1
5/18/21,3,BURN,PT,Tolar,Pinkley,Unknown Dove,U,1
5/21/21,1,CONTROL,BW,Balmaceda,Walford,Unknown Dove,U,3
5/21/21,2,BURN,PT,Pinkley,Tolar,Unknown Dove,U ,1
5/23/21,6,CONTROL,BW,Balmaceda,Walford,Unknown Finch,U,1
5/23/21,4,CONTROL,WR,Wilkin,Ribas,Unknown Flycatcher,F ,1
5/22/21,6,BURN,WR,Wilkin,Ribas,Unknown Flycatcher,U ,1
5/24/21,4,BURN,WR,Wilkin,Ribas,Unknown Flycatcher,U ,1
5/18/21,3,BURN,PT,Tolar,Pinkley,Unknown Nuthatch,F,1
5/21/21,3,BURN,BS,Bowden,Szlabowicz,Unknown Nuthatch,U,2
5/21/21,1,BURN,CM,Cantarero,Marcelletti,Unknown Nuthatch,U,1
5/26/21,8,BURN,BS,Szlabowicz,Bowden,Unknown Nuthatch,U,1
5/26/21,8,CONTROL,WR,Wilkin,Ribas,Unknown Nuthatch,U,1
5/18/21,3,CONTROL,CM,Cantarero,Marcelletti,Unknown Nuthatch,U ,2
5/18/21,1,BURN,BS,Bowden,Szlabowicz,Unknown Sparrow,F,1
5/18/21,3,BURN,PT,Tolar,Pinkley,Unknown Warbler,M,2
5/18/21,1,CONTROL,WR,Wilkin,Ribas,Unknown Warbler,U,1
5/22/21,6,BURN,WR,Wilkin,Ribas,Unknown Warbler,U ,1
5/19/21,1,BURN,BW,Balmaceda,Walford,Unknown Warbler ,U,1
5/22/21,5,BURN,BW,Balmaceda,Walford,Unknown Warbler ,U,1
5/22/21,5,CONTROL,PT,Pinkley,Tolar,Unknown Warbler ,U,1
5/18/21,3,CONTROL,ML,Mason,Lashley,White-Breasted Nuthatch,F,4
5/23/21,6,BURN,ML,Mason,Lashley,White-Breasted Nuthatch,F,1
5/18/21,3,CONTROL,ML,Mason,Lashley,White-Breasted Nuthatch,M,1
5/26/21,9,CONTROL,CM,Marcelletti,Cantarero,White-Breasted Nuthatch,M,1
5/18/21,3,CONTROL,ML,Mason,Lashley,White-Breasted Nuthatch,U,3
5/22/21,4,BURN,BS,Bowden,Szlabowicz,White-Breasted Nuthatch,U,1
5/23/21,6,BURN,ML,Mason,Lashley,White-Breasted Nuthatch,U,6
5/24/21,6,BURN,BW,Balmaceda,NONE,White-Breasted Nuthatch,U,1
5/24/21,5,BURN,BS,Bowden,NONE,White-Breasted Nuthatch,U,1
5/25/21,8,BURN,PT,Tolar,Pinkley,White-Breasted Nuthatch,U ,4
5/26/21,9,CONTROL,BW,NONE,Walford,Woodthrush,U,1
5/22/21,6,CONTROL,ML,Mason,NONE,Yellow Breasted Chat,M,1
5/22/21,4,BURN,BS,Bowden,Szlabowicz,Yellow Breasted Chat,U,1
5/19/21,2,CONTROL,BS,Bowden,Szlabowicz,Yellow Rumped Warbler,U,1
5/24/21,4,CONTROL,PT,Pinkley,NONE,Yellow-Throated Warbler ,M,1
5/18/21,3,CONTROL,CM,Cantarero,Marcelletti,Yellow-Throated Warbler ,U ,1
